gvkey,datadate,fyearq,tic,actq,ancq,aoq,atq,aul3q,ceiexbillq,ceqq,cheq,chq,cogsq,cshiq,cshoq,dpq,drcq,drltq,lctq,ltq,rdipq,revtq,stkcpay,teqq,tfvaq,tfvlq,xrdq,xsgaq
19881,20130331,2013,TWOU,,,,,,,,,,4.618,,,0.4,,,,,0,19.134,0.436,,,,3.235,17.876
19881,20130630,2013,TWOU,,,,,,,,,,5.156,,,0.5,,,,,0,18.691,1.068,,,,4.596,21.945
19881,20130930,2013,TWOU,,,,,,,,,,5.242,,,0.6,,,,,0,20.499,1.707,,,,5.113,24.794
19881,20131231,2013,TWOU,11.191,17.461,12.23,28.652,0,,-92.024,7.012,7.012,5.571,39.13,39.13,0.631,1.266,0,20.211,22.629,0,24.803,2.426,6.023,3.357,0.126,6.528,23.8
19881,20140331,2014,TWOU,9.526,20.553,14.891,30.079,0,,-97.649,5.699,5.699,5.648,39.897,39.897,0.6,5.777,0,26.459,29.594,0,26.332,1.195,0.485,2.438,0.814,5.674,26.351
19881,20140630,2014,TWOU,108.19,19.67,13.929,127.86,0,,93.818,104.762,104.762,6.4,40.259,40.259,0.6,12.396,0,31.834,34.042,0,24.744,3.239,93.818,80.93,0,5.818,28.236
19881,20140930,2014,TWOU,93.842,20.27,14.429,114.112,0,,88.927,80.558,80.558,5.998,40.347,40.347,0.6,2.1,0,23.895,25.185,0,28.407,5.486,88.927,76.412,0,5.726,29
19881,20141231,2014,TWOU,89.988,23.051,16.296,113.039,0,,88.011,86.929,86.929,6.412,40.735,40.735,0.6,1.906,0,23.768,25.028,0,30.756,7.527,88.011,82.939,0,5.403,27.672
19881,20150331,2015,TWOU,93.252,23.797,16.861,117.049,,,85.381,83.077,83.077,6.95,41.211,41.211,0.6,6.152,0,30.451,31.668,0,34.612,2.048,85.381,,,6.134,32.432
19881,20150630,2015,TWOU,96.649,26.454,19.101,123.103,,,80.619,88.224,88.224,7.204,41.502,41.502,0.7,13.426,0,41.23,42.484,0,35.238,5.915,80.619,,,6.466,36.863
19881,20150930,2015,TWOU,194.366,34.197,26.406,228.563,,,194.916,175.324,175.324,7.145,45.525,45.525,0.7,3.818,0,32.646,33.647,0,37.092,9.217,194.916,,,7.082,37.126
19881,20151231,2015,TWOU,192.907,38.134,30.006,231.041,,,195.789,183.729,183.729,8.048,45.776,45.776,0.7,2.609,0,32.597,35.252,0,43.252,12.499,195.789,,,7.529,37.824
19881,20160331,2016,TWOU,197.273,39.445,35.841,236.718,,,196.623,186.71,186.71,9.212,46.263,46.263,0.8,9.982,0,37.516,40.095,0,47.444,3.544,196.623,,,7.275,40.878
19881,20160630,2016,TWOU,201.781,44.055,40.061,245.836,,,193.215,188.251,188.251,9.76,46.632,46.632,1,17.587,0,50.078,52.621,0,49.11,7.52,193.215,,,8.842,46.769
19881,20160930,2016,TWOU,185.924,48.649,40.831,234.573,,,192.685,156.927,156.927,9.951,47.049,47.049,0.9,3.03,0,38.03,41.888,0,51.96,11.593,192.685,,,8.67,47.904
19881,20161231,2016,TWOU,184.698,59.622,44.026,244.32,,,195.237,168.73,168.73,10.059,47.152,47.152,1.4,3.137,0,41.069,49.083,0,57.35,15.823,195.237,,,8.496,48.263
19881,20170331,2017,TWOU,180.712,79.968,50.309,260.68,,,195.744,142.889,142.889,7.277,47.347,47.347,3.648,11.719,0,50.839,64.936,0,64.829,,195.744,,,9.205,57.539
19881,20170630,2017,TWOU,170.459,91.514,57.124,261.973,,,191.051,138.422,37.435,9.675,47.858,47.858,3.783,7.365,0,51.92,70.922,0,64.995,,191.051,,,11.14,62.312
19881,20170930,2017,TWOU,257.716,218.634,173.609,476.35,,,369.512,202.434,202.434,8.844,52.136,52.136,5.887,16.628,0,73.95,106.838,0,70.25,,369.512,,,12.735,71.273
19881,20171231,2017,TWOU,248.053,234.009,184.954,482.062,,,387.832,223.37,223.37,11.956,52.506,52.506,6.306,7.024,0,58,94.23,0,86.678,,387.832,,,12.846,68.39
19881,20180331,2018,TWOU,237.475,266.633,215.964,504.108,,40.246,385.833,182.11,182.11,12.165,52.846,52.846,7.375,21.625,0,82.107,118.275,0,92.288,,385.833,,,13.84,88.767
19881,20180630,2018,TWOU,553.952,271.512,221.248,825.464,,49.811,693.447,488.834,488.834,15.896,57.316,57.316,7.408,30.862,0,96.969,132.017,0,97.423,,693.447,,,15.235,96.091
19881,20180930,2018,TWOU,531.755,279.736,228.209,811.491,,25.583,692.129,467.226,442.226,14.338,57.905,57.905,8.599,18.953,0,84.311,119.362,0,106.963,,692.129,,,16.361,95.883
19881,20181231,2018,TWOU,521.68,285.674,233.375,807.354,,,705.009,474.772,449.772,15.309,57.968,57.968,9.403,8.345,0,68.48,102.345,0,115.095,,705.009,,,18.376,87.075
19908,20130331,2013,FIVN,,,,,,,,,,10.824,,,0.958,,,,,0,19.115,,,,,4.154,14.025
19908,20130630,2013,FIVN,,,,,,,,,,11.463,,,0.881,,,,,0,20.283,,,,,4.106,15.256
19908,20130930,2013,FIVN,,,,,,,,,,11.365,,,1.063,,,,,0,21.091,,,,,4.419,15.443
19908,20131231,2013,FIVN,26.369,29.909,18.302,56.278,0,,-56.702,17.748,17.748,11.446,5.494,5.494,1.513,4.375,0,25.293,59.246,0,23.643,,-2.968,0.738,3.935,4.85,17.643
19908,20140331,2014,FIVN,38.535,30.7,19.521,69.235,0,,-63.242,29.238,29.238,11.946,,48.242,1.592,4.957,0,40.385,78.233,0,24.274,,-8.998,0,2.647,5.225,20.028
19908,20140630,2014,FIVN,101.449,27.478,15.957,128.927,0,,57.517,91.572,61.577,12.096,48.406,48.406,1.699,5.009,0,40.837,71.41,0,24.685,,57.517,29.995,0,5.554,21.183
19908,20140930,2014,FIVN,93.939,27.935,15.818,121.874,0,,48.15,83.488,53.489,12.232,48.473,48.473,1.567,4.991,0,42.915,73.724,0,25.869,,48.15,29.999,0,5.503,20.471
19908,20141231,2014,FIVN,88.584,28.35,15.779,116.934,0,,41.753,78.289,58.289,13.014,49.322,49.322,1.605,5.346,0,32.35,75.181,0,28.274,,41.753,20,0,5.828,21.547
19908,20150331,2015,FIVN,82.534,27.512,15.086,110.046,0,,35.201,70.645,50.646,13.339,49.612,49.612,1.775,5.641,0,33.036,74.845,0,30.274,,35.201,19.999,0,6.038,22.333
19908,20150630,2015,FIVN,77.811,26.768,14.804,104.579,0,,30.575,65.333,65.333,12.712,50.246,50.246,1.91,5.525,0,32.976,74.004,0,30.274,,30.575,20.001,0,5.568,21.647
19908,20150930,2015,FIVN,71.727,27.143,14.767,98.87,0,,26.542,59.501,59.501,13.342,50.499,50.499,1.84,5.562,0,33.469,72.328,0,32.287,,26.542,20.005,0,5.473,21.987
19908,20151231,2015,FIVN,71.235,27.998,14.773,99.233,0,,26.28,58.484,58.484,14.152,51.165,51.165,1.863,6.413,0,48.523,72.953,0,36.033,,26.28,20.01,0,5.58,22.353
19908,20160331,2016,FIVN,74.194,27.47,14.675,101.664,0,,25.759,57.767,57.767,14.93,51.791,51.791,2.103,7.832,0,53.067,75.905,0,38.015,1.994,25.759,20.026,0,5.802,24.621
19908,20160630,2016,FIVN,71.793,27.703,14.515,99.496,0,,26.453,57.638,57.638,15.148,52.554,52.554,2.06,7.898,0,51.625,73.043,0,38.886,4.408,26.453,20.047,0,5.799,23.874
19908,20160930,2016,FIVN,74.329,28.37,14.68,102.699,0,,25.779,57.333,57.333,16.122,52.967,52.967,2.139,8.838,0,36.831,76.92,0,40.982,6.927,25.779,20.061,0,6.041,24.638
19908,20161231,2016,FIVN,75.011,30.228,15.54,105.239,0.873,,30.328,58.122,58.122,17.275,53.363,53.363,2.088,10.047,0,34.078,74.911,0,44.207,9.643,30.328,20.942,0,6.236,26.748
19908,20170331,2017,FIVN,77.022,31.326,15.496,108.348,0.903,,28.985,56.452,56.452,18.395,54.444,54.444,2.095,10.92,0,38.15,79.363,0,47.014,3.129,28.985,20.984,0,6.847,29.131
19908,20170630,2017,FIVN,80.504,30.959,15.303,111.463,0.917,,32.155,57.149,57.149,18.557,55.096,55.096,2.27,11.903,0,38.036,79.308,0,47.727,6.983,32.155,20.955,0,6.836,30.059
19908,20170930,2017,FIVN,85.404,33.311,15.353,118.715,0.946,,37.772,63.364,63.364,19.1,55.631,55.631,1.881,13.699,0,39.316,80.943,0,50.081,10.703,37.772,21.006,0,6.689,29.519
19908,20171231,2017,FIVN,92.835,35.361,15.473,128.196,0.984,,46.838,68.947,68.947,20.752,56.632,56.632,3.668,13.975,0,39.518,81.358,0,55.403,15.343,46.838,21.076,0,6.748,32.416
19908,20180331,2018,FIVN,113.922,51.989,31.113,165.911,0,0.785,80.452,80.676,80.676,22.908,57.654,57.654,2.32,13.7,0,42.732,85.459,0,58.905,5.325,80.452,20.132,0,7.772,33.827
19908,20180630,2018,FIVN,310.989,54.077,32.058,365.066,0,0.991,119.506,274.302,166.162,22.95,58.276,58.276,2.449,14.75,0,44.712,245.56,0,61.12,12.122,119.506,220.06,0,8.367,35.286
19908,20180930,2018,FIVN,320.124,55.992,33.083,376.116,0,0.688,127.884,279.626,79.619,24.158,58.749,58.749,2.667,17.49,0,46.074,248.232,0,65.304,20.991,127.884,220.35,0,9.582,37.242
19908,20181231,2018,FIVN,334.002,60.664,34.779,394.666,0,0.33,142.748,291.819,81.912,26.21,59.21,59.21,2.838,17.391,0,47.994,251.918,0,72.335,28.484,142.748,221.926,0,8.451,37.208
20088,20130131,2012,BOX,161.979,33.813,3.864,195.792,0,,-183.656,129.125,127.625,4.277,13.482,10.429,,38.275,1.824,57.18,97.549,0,19.662,,98.243,3.928,2.869,8.346,46.986
20088,20130430,2013,BOX,,,,,,,,,,4.561,,,,,,,,0,23.414,1.642,,,,9.439,51.636
20088,20130731,2013,BOX,,,,,,,,,,5.907,,,,,,,,0,28.364,3.847,,,,10.965,62.111
20088,20131031,2013,BOX,,,,,,,,,,7.172,,,,,,,,0,33.585,7.514,,,,12.09,72.298
20088,20140131,2013,BOX,166.448,68.981,27.596,235.429,0,,-332.512,108.851,108.851,8.334,17.008,13.955,,78.282,11.79,122.159,174.724,0,38.829,11.749,60.705,3.909,1.346,13.473,70.673
20088,20140430,2014,BOX,,,28.092,,,,,,,3.374,,,5.896,,,,,0,45.33,5.752,,,,14.898,73.842
20088,20140731,2014,BOX,,,,,,,,,,4.443,,,6.433,,,,,0,51.423,13.831,,,,16.345,78.561
20088,20141031,2014,BOX,223.324,90.617,31.649,313.941,0,,-431.673,165.27,165.27,4.938,119.498,116.445,7.623,89.706,10.974,137.957,195.206,0,57.048,22.344,118.735,3.356,1.206,17.172,88.241
20088,20150131,2014,BOX,406.229,86.437,27.991,492.666,0,,268.129,330.436,330.436,5.668,119.655,116.602,9.067,107.893,12.164,166.053,224.537,0,62.639,31.929,268.129,3.367,0,17.987,90.535
20088,20150430,2015,BOX,370.88,111.031,51.772,481.911,0,,230.989,283.976,179.987,8.026,120.366,117.313,9.166,111.545,12.656,165.95,250.922,0,65.621,12.715,230.989,154.051,0,23.134,94.876
20088,20150731,2015,BOX,343.349,136.652,57.023,480.001,0,,200.642,242.239,140.119,10.81,121.345,118.292,9.865,118.289,12.06,189.467,279.359,0,73.45,27.443,200.642,130.487,0,26.453,101.757
20088,20151031,2015,BOX,310.529,169.457,55.914,479.986,0,,171.887,214.899,189.695,13.733,123.398,120.345,9.936,128.589,12.558,211.805,308.099,0,78.651,42.847,171.887,54.286,0,26.324,109.715
20088,20160131,2015,BOX,319.994,177.494,57.002,497.488,0,,137.901,193.12,185.741,14.291,124.121,121.068,11.427,168.051,18.362,250.466,359.587,0,84.982,59.504,137.901,35.331,0,26.589,108.519
20088,20160430,2016,BOX,267.351,166.842,54.698,434.193,0,,121.575,183.4,182.69,15.814,126.669,123.616,12.084,155.415,16.769,200.72,312.618,0,90.155,16.089,121.575,28.662,0,26.907,102.513
20088,20160731,2016,BOX,272.862,159.29,52.197,432.152,0,,100.819,173.331,173.331,16.919,127.664,124.611,10.721,166.377,16.627,217.704,331.333,0,95.713,35.153,100.819,27.128,0,28.265,105.992
20088,20161031,2016,BOX,277.164,166.208,52.829,443.372,0,,88.874,167.8,167.8,18.444,129.564,126.511,8.71,179.456,13.142,240.158,354.498,0,102.811,55.07,88.874,27.134,0,29.652,113.408
20088,20170131,2016,BOX,322.101,171.573,54.397,493.674,0,,74.732,177.391,177.391,20.954,130.611,127.558,8.639,228.656,13.328,297.941,418.942,0,109.926,78.372,74.732,26.781,0,31.104,116.726
20088,20170430,2017,BOX,294.07,169.805,52.237,463.875,,,59.844,183.691,183.691,23.19,132.773,129.72,9.572,208.615,15.7,275.554,404.031,0,117.222,22.946,59.844,,,33.534,124.439
20088,20170731,2017,BOX,303.084,170.626,53.543,473.71,,,41.911,165.275,165.275,23.051,133.683,130.63,9.765,220.682,20.157,297.086,431.799,0,122.941,47.013,41.911,,,34.042,129.121
20088,20171031,2017,BOX,295.971,170.798,52.52,466.769,,,26.3,172.857,172.857,24.597,136.09,133.037,9.913,225.194,27.812,296.918,440.469,0,129.304,72.536,26.3,,,34.812,137.353
20088,20180131,2017,BOX,399.189,154.377,30.4,553.566,,,14.968,208.076,208.076,24.452,137.317,134.264,10.862,291.902,29.021,393.967,538.598,0,136.675,97.485,14.968,,,34.403,133.848
20088,20180430,2018,BOX,340.807,187.672,63.154,528.479,,0.195,46.615,217.116,217.116,27.687,139.975,136.922,11.395,264.427,22.522,340.751,481.864,0,140.507,26.613,46.615,,,38.248,137.285
20088,20180731,2018,BOX,351.819,193.605,68.248,545.424,,0.157,35.127,203.726,203.726,30.766,141.606,138.553,11.849,281.765,19.752,369.337,510.297,0,148.222,57.296,35.127,,,41.83,142.826
20088,20181031,2018,BOX,339.627,207.26,73.886,546.887,,0.216,25.646,200.104,200.104,33.291,143.387,140.334,11.433,281.289,19.952,377.988,521.241,0,155.944,89.086,25.646,,,42.31,150.684
20116,20130331,2013,PAYC,,,,,,,,,,4.434,,,1.295,,,,,0,27.577,,,,,0.455,16.309
20116,20130630,2013,PAYC,,,,,,,,,,4.353,,,1.288,,,,,0,23.913,,,,,0.324,15.08
20116,20130930,2013,PAYC,,,,,,,,,,4.846,,,1.453,,,,,0,25.831,,,,,0.538,17.692
20116,20131231,2013,PAYC,473.837,97.73,59.059,571.567,0,,50.26,13.642,13.273,5.437,0.271,0.271,1.467,1.582,10.99,482.983,521.307,0,30.28,,50.26,0,1.107,0.829,21.728
20116,20140331,2014,PAYC,430.951,101.28,58.766,532.231,0,,6.054,13.494,13.125,6.292,50.315,50.315,1.721,1.591,11.979,438.269,526.177,0,36.985,,6.054,0,0.472,0.882,24.991
20116,20140630,2014,PAYC,336.492,103.703,58.345,440.195,,,67.838,14.338,13.968,5.757,51.041,51.041,1.68,1.941,13.35,329.398,372.357,0,33.306,,67.838,,,0.937,22.252
20116,20140930,2014,PAYC,418.331,104.625,57.983,522.956,,,70.616,18.843,18.473,5.798,51.056,51.056,1.797,2.186,15.048,407.892,452.34,0,36.598,,70.616,,,1.059,24.325
20116,20141231,2014,PAYC,693.393,105.549,57.63,798.942,,,74.138,25.515,25.144,6.847,53.833,53.833,1.964,2.535,16.802,678.772,724.804,0,44.04,,74.138,,,1.447,29.801
20116,20150331,2015,PAYC,633.551,106.038,57.346,739.589,,,80.389,35.673,35.673,7.471,56.564,56.564,2.133,2.662,18.114,613.004,659.2,0,55.222,0.15,80.389,,,1.867,35.08
20116,20150630,2015,PAYC,591.947,107.235,57.12,699.182,,,86.37,42.667,42.667,7.134,57.051,57.051,2.287,2.958,20.077,565.495,612.812,0,48.973,0.167,86.37,,,1.907,28.744
20116,20150930,2015,PAYC,671.22,110.362,56.688,781.582,,,91.679,48.547,48.547,7.964,57.051,57.051,2.402,3.329,22.657,641.576,689.903,0,55.34,0.997,91.679,,,2.349,38.119
20116,20151231,2015,PAYC,761.138,115.635,56.777,876.773,,,98.314,50.714,50.714,9.221,57.12,57.12,2.599,3.726,25.31,727.534,778.459,0,65.118,1.881,98.314,,,2.504,47.064
20116,20160331,2016,PAYC,1205.803,125.829,58.839,1331.632,,,118.364,72.075,72.075,10.785,57.138,57.138,2.909,3.994,26.825,1161.793,1213.268,0,90.126,0.849,118.364,,,3.86,47.728
20116,20160630,2016,PAYC,1122.559,136.424,59.797,1258.983,,,128.815,80.893,80.893,10.479,57.624,57.539,3.209,4.389,29.322,1072.497,1130.168,0,73.88,2.86,128.815,,,4.202,44.188
20116,20160930,2016,PAYC,677.678,143.317,56.032,820.995,,,131.037,74.496,74.496,13.227,58.386,57.899,3.553,4.821,32.064,628.894,689.958,0,77.325,5.623,131.037,,,6.232,59.963
20116,20161231,2016,PAYC,925.583,153.03,56.182,1078.613,,,116.527,60.158,60.158,13.777,58.453,57.331,3.961,5.23,34.481,898.894,962.086,0,87.81,7.756,116.527,,,6.672,57.391
20116,20170331,2017,PAYC,1051.654,166.898,60.413,1218.552,,,146.179,92.915,92.915,15.086,58.472,57.349,4.286,5.611,36.555,1005.429,1072.373,0,119.508,1.781,146.179,,,6.797,47.626
20116,20170630,2017,PAYC,866.739,179.204,62.247,1045.943,,,145.048,68.117,68.117,15.609,59.521,57.938,4.707,6.04,38.964,828.452,900.895,0,98.227,2.25,145.048,,,8.095,59.119
20116,20170930,2017,PAYC,876.49,193.446,59.681,1069.936,,,157.265,66.61,66.61,15.324,59.954,58.132,4.905,6.526,41.841,837.612,912.671,0,101.287,4.52,157.265,,,8.112,59.051
20116,20171231,2017,PAYC,1149.862,205.302,57.597,1355.164,0,,135.402,46.077,46.077,16.419,60.149,57.789,5.497,6.982,44.642,1140.152,1219.762,0,114.025,,135.402,0,0.649,7.426,55.708
20116,20180331,2018,PAYC,1205.019,403.111,243.55,1608.13,0,,333.033,68.121,68.121,20.568,60.447,57.917,6.069,7.358,46.419,1141.342,1275.097,0,153.916,,333.033,0.168,0,11.25,76.259
20116,20180630,2018,PAYC,1002.032,416.933,251.563,1418.965,0,,329.738,54.63,54.63,17.677,60.639,57.701,6.713,7.867,49.322,947.056,1089.227,0,128.8,,329.738,0.492,0,10.731,61.373
20116,20180930,2018,PAYC,1037.534,430.652,262.255,1468.186,0,,360.377,85.048,85.048,18.158,60.698,57.73,8.128,8.409,52.405,958.149,1107.809,0,133.288,,360.377,80.168,0,11.526,70.757
20116,20181231,2018,PAYC,1064.622,457.304,280.342,1521.926,0,,334.753,45.718,45.718,19.828,60.747,57.277,8.747,8.98,55.671,1028.682,1187.173,0,150.332,,334.753,27.058,0,12.74,78.344
20229,20130331,2013,ZEN,,,,,,,,,,3.914,,,0.956,,,,,0,13.911,,,,,3.349,14.302
20229,20130630,2013,ZEN,,,,,,,,,,4.472,,,1.209,,,,,0,16.396,,,,,3.528,16.876
20229,20130930,2013,ZEN,,,,,,,,,,4.901,,,1.426,,,,,0,19.237,,,,,3.86,17.521
20229,20131231,2013,ZEN,73.859,18.877,3.446,92.736,0,,-46.276,63.614,53.725,6.022,23.71,23.175,1.631,28.473,0.575,42.153,67.643,0,22.501,,25.093,22.95,0,4.551,20.648
20229,20140331,2014,ZEN,75.445,41.717,19.46,117.162,0,,-42.931,61.487,50.855,7.187,70.72,70.185,1.808,33.042,0.407,58.218,88.712,0,25.092,,28.45,22.936,0,5.178,25.2
20229,20140630,2014,ZEN,144.945,58.367,20.207,203.312,0,,121.743,129.484,120.054,9.035,72.8,72.3,2.696,38.526,0.462,67.899,81.569,0,29.506,,121.743,22.993,0,10.499,39.153
20229,20140930,2014,ZEN,128.407,75.574,34.71,203.981,0,,114.622,110.294,80.436,8.515,73.3,72.8,3.169,45.412,1.219,73.923,89.359,0,33.91,,114.622,72.685,0,9.55,40.038
20229,20141231,2014,ZEN,139.005,66.783,24.888,205.788,0,,113.706,122.469,80.265,9.854,76.134,75.599,3.783,50.908,0.823,78.149,92.082,0,38.541,,113.706,72.791,0,11.176,42.107
20229,20150331,2015,ZEN,327.125,66.018,22.667,393.143,0,,298.269,309.077,264.222,10.155,86.4,85.9,4.223,54.891,0.629,81.992,94.874,0,42.234,10.229,298.269,72.847,0,13.259,46.701
20229,20150630,2015,ZEN,309.672,83.751,38.13,393.423,0,,296.83,286.341,255.669,11.66,88.5,88,4.581,64.168,0.715,85.89,96.593,0,48.227,23.616,296.83,72.928,0,14.226,52.925
20229,20150930,2015,ZEN,314.658,89.598,36.851,404.256,0,,292.631,280.633,255.386,12.247,89.2,88.7,4.868,74.295,1.657,101.002,111.625,0,55.661,37.057,292.631,73.128,0,16.032,57.065
20229,20151231,2015,ZEN,283.231,139.455,82.915,422.686,0,,293.29,245.64,216.226,13.724,90.861,90.326,6.072,84.21,1.405,117.399,129.396,0,62.646,52.556,293.29,73.088,0,19.098,66.534
20229,20160331,2016,ZEN,290.4,135.282,79.739,425.682,0,,289.851,254.322,217.791,15.092,92,91.5,6.526,90.551,1.434,123.867,135.831,0,68.459,17.695,289.851,73.474,0,21.597,73.528
20229,20160630,2016,ZEN,272.477,167.464,111.73,439.941,0,,292.717,224.166,118.036,16.421,93.9,93.4,6.621,101.042,1.316,134.668,147.224,0,74.2,36.341,292.717,193.375,0,22.134,77.454
20229,20160930,2016,ZEN,268.429,187.998,130.491,456.427,0,,298.534,211.347,77.589,17.119,95.4,94.9,6.853,110.174,1.538,146.433,157.893,0,80.717,56.337,298.534,209.738,0,22.952,82.957
20229,20161231,2016,ZEN,279.818,195.467,132.736,475.285,0,,299.428,224.867,93.677,18.18,97.195,96.66,7.506,123.276,1.257,167.218,175.857,0,88.623,73.779,299.428,209.903,0,24.384,88.068
20229,20170331,2017,ZEN,304.785,186.243,125.401,491.028,0,,305.397,247.698,109.258,20.286,99.2,98.7,7.923,130.129,1.989,176.131,185.631,0,93.888,19.104,305.397,211.314,2.74,26.456,90.94
20229,20170630,2017,ZEN,302.716,206.926,145.173,509.642,0,,307.969,240.264,102.775,22.577,100.7,100.2,8.209,141.345,1.773,191.423,201.673,0,102.096,40.049,307.969,212.632,1.507,28.698,97.891
20229,20170930,2017,ZEN,302.345,226.992,167.392,529.337,0,,306.17,226.562,92.603,25.698,101,101,8.131,154.163,1.727,213.288,223.167,0,112.265,62.425,306.17,244.535,1.873,29.358,104.461
20229,20171231,2017,ZEN,328.207,231.997,172.84,560.204,0,,321.641,246.946,109.37,27.425,103.121,103.121,7.668,174.524,1.213,230.724,238.563,0,121.916,84.553,321.641,274.913,1.22,30.779,112.943
20229,20180331,2018,ZEN,837.14,275.383,214.383,1112.523,0,,400.653,738.662,609.229,30.644,104.263,104.263,8.522,183.936,1.334,261.297,711.87,0,129.791,,400.653,645.971,1.945,37.085,121.775
20229,20180630,2018,ZEN,804.179,354.906,285.48,1159.085,0,,404.866,685.276,492.752,35.548,105.683,105.683,8.669,206.456,1.504,293.778,754.219,0,141.882,,404.866,819.59,4.46,37.623,130.376
20229,20180930,2018,ZEN,589.161,614.903,542.568,1204.064,0,,404.777,451.582,157.158,38.835,106.6,106.6,8.355,222.936,2.551,330.063,799.287,0,154.828,,404.777,732.641,4.593,40.41,138.579
20229,20181231,2018,ZEN,572.596,665.283,589.629,1237.879,0,,416.921,428.374,126.518,42.487,108.038,108.038,9.018,245.243,2.719,342.763,820.958,0,172.245,,416.921,758.488,4.862,45.142,154.847
21847,20130331,2013,HUBS,,,,,,,,,,6.44,,,,,,,,0,16.74,,,,,2.87,17.879
21847,20130630,2013,HUBS,,,,,,,,,,7.362,,,,,,,,0,18.336,1.574,,,,3.821,19.778
21847,20130930,2013,HUBS,,,,,,,,,,7.367,,,,,,,,0,20.179,2.395,,,,4.286,22.312
21847,20131231,2013,HUBS,28.685,21.874,14.631,50.559,,,-93.248,12.95,12.643,7.87,5.301,5.301,,24.662,0.244,39.544,42.514,0,22.379,3.464,8.045,,,4.041,22.876
21847,20140331,2014,HUBS,,,,,,,,,,6.221,,,1.443,,,,,0,24.174,,,,,4.693,25.924
21847,20140630,2014,HUBS,25.804,26.301,16.409,52.105,,,-106.611,7.302,7.302,6.678,5.832,5.832,1.604,31.995,0.408,47.898,57.396,0,27.098,,-5.291,,,4.947,27.102
21847,20140930,2014,HUBS,32.008,26.93,17.056,58.938,,,-115.078,12.379,12.379,7.429,30.362,30.362,1.777,34.134,0.538,49.932,72.684,0,30.448,,-13.746,,,4.858,32.212
21847,20141231,2014,HUBS,149.509,25.349,13.968,174.858,0,,110.699,123.951,123.721,9.038,31.431,31.431,0.89,40.805,0.5,59.428,64.159,0,34.156,,110.699,100,0,11.14,44.167
21847,20150331,2015,HUBS,164.176,44.896,33.335,209.072,0,,139.208,136.297,129.375,8.724,32.486,32.486,1.747,46.534,0.462,65.297,69.864,0,38.166,,139.208,99.869,0,7.5,39.105
21847,20150630,2015,HUBS,140.76,68.097,56.76,208.857,0,,130.319,110.036,74.235,9.463,33.755,33.755,1.818,49.712,0.534,73.714,78.538,0,42.941,,130.319,99.538,0,8.158,42.982
21847,20150930,2015,HUBS,137.323,70.514,58.674,207.837,0,,124.174,104.719,58.809,10.538,34.097,34.097,1.946,54.39,0.608,78.08,83.663,0,47.71,,124.174,121.599,0,8.129,48.519
21847,20151231,2015,HUBS,145.754,74.625,56.464,220.379,0,,121.708,104.552,55.58,11.881,34.313,34.313,1.832,64.407,0.732,91.307,98.671,0,53.126,,121.708,121.552,0,8.67,49.862
21847,20160331,2016,HUBS,151.738,78.254,51.357,229.992,0,,120.952,107.652,53.019,11.776,34.944,34.944,2.201,73.262,0.692,100.672,109.04,0,58.96,,120.952,122.116,0,9.804,54.844
21847,20160630,2016,HUBS,161.693,74.841,46.807,236.534,0,,120.452,117.492,58.661,12.18,35.346,35.346,3.022,76.507,0.675,106.97,116.082,0,64.974,,120.452,122.394,0,11.278,60.802
21847,20160930,2016,HUBS,164.062,83.724,54.683,247.786,0,,122.158,113.994,61.439,13.05,35.609,35.609,2.769,83.328,0.918,114.97,125.628,0,70.589,,122.158,122.531,0,12.1,64.721
21847,20161231,2016,HUBS,176.253,83.502,53.301,259.755,0,,118.7,114.512,59.702,13.709,35.784,35.784,3.185,95.426,1.171,127.383,141.055,0,76.444,,118.7,122.626,0,12.815,73.37
21847,20170331,2017,HUBS,179.769,95.512,60.815,275.281,0,,124.343,122.787,69.786,13.75,35.784,35.784,3.329,104.432,1.139,135.632,150.938,0,82.252,,124.343,127.915,0,13.37,73.173
21847,20170630,2017,HUBS,563.78,103.739,66.121,667.519,0.6,,203.703,492.42,175.622,14.943,36.761,36.761,3.648,109.919,1.394,153.743,463.816,0,89.093,,203.703,499.358,0,15.889,81.079
21847,20170930,2017,HUBS,571.028,115.298,74.697,686.326,2.8,,208.536,491.873,176.743,14.864,37.182,37.182,4.146,118.366,1.792,160.636,477.79,0,97.726,,208.536,493.674,0,18.828,90.403
21847,20171231,2017,HUBS,602.501,109.674,66.38,712.175,0,,210.36,509.1,87.68,16.393,37.503,37.503,4.663,136.88,2.277,178.296,501.815,0,106.541,,210.36,466.007,0,22.286,94.091
21847,20180331,2018,HUBS,619.543,123.432,75.698,742.975,0,,221.098,535.378,154.031,17.267,38.409,38.409,5.11,148.5,2.284,192.37,521.877,0,114.556,,221.098,468.09,0,26.352,102.701
21847,20180630,2018,HUBS,647.02,117.801,68.49,764.821,0,,227.639,555.431,98.426,19.422,38.793,38.793,5.429,151.906,1.891,198.245,537.182,0,122.576,,227.639,482.003,0,28.485,110.975
21847,20180930,2018,HUBS,666.461,119.187,67.274,785.648,0,,229.413,566.463,96.122,19.765,38.907,38.907,6,160.509,2.132,211.289,556.235,0,131.826,,229.413,488.378,0,30.761,120.308
21847,20181231,2018,HUBS,712.418,121.535,69.067,833.953,0,,244.641,597.425,111.489,20.475,39.3,39.3,6.889,184.905,2.179,237.009,589.312,0,144.022,,244.641,499.415,0,32.005,124.201
